edad;loannumber;times_late;totaldue;loanamount;employment_status_clients_Permanent;termdays;bank_name_clients_GT Bank;times_loaned;referredby;good_bad_flag
37;2;0;13000;10000;1;30;1;1;1;1
37;2;0;13000;10000;1;30;1;1;1;1
38;12;6;34500;30000;1;30;1;11;0;1
33;4;1;22250;20000;1;15;0;3;0;0
28;4;3;13000;10000;0;30;1;3;0;1
31;6;2;24500;20000;0;30;1;5;0;1
34;5;2;11500;10000;1;15;0;4;0;1
42;3;0;13000;10000;0;30;0;2;0;1
29;6;3;13000;10000;1;30;1;5;0;0
28;11;2;33000;30000;1;30;0;10;0;1
30;3;1;13000;10000;0;30;1;2;0;1
38;7;3;24500;20000;1;30;0;6;0;1
32;13;8;39000;30000;1;60;0;12;0;1
40;4;0;24500;20000;0;30;1;3;0;1
47;2;0;13000;10000;0;30;1;1;0;1
26;2;0;13000;10000;0;30;0;1;0;0
33;7;2;23000;20000;1;30;0;6;0;1
29;6;4;13000;10000;1;30;0;5;0;0
32;4;0;12250;10000;1;30;1;3;0;1
40;10;2;34500;30000;1;30;1;9;0;1
31;4;1;24500;20000;0;30;1;3;0;1
36;10;3;34500;30000;1;30;0;9;0;1
38;12;0;21000;20000;1;15;0;11;0;1
40;2;0;13000;10000;1;30;0;1;0;0
39;2;0;13000;10000;0;30;1;1;0;1
42;5;2;24500;20000;0;30;1;4;0;1
43;2;1;13000;10000;1;30;0;1;0;0
48;2;1;13000;10000;1;30;1;1;0;1
38;2;0;11500;10000;1;15;0;1;0;1
36;9;0;34500;30000;1;30;1;8;0;1
33;2;1;13000;10000;0;30;0;1;0;0
37;13;3;44000;40000;1;30;0;12;0;0
32;2;0;13000;10000;1;30;0;1;0;1
38;2;1;13000;10000;1;30;1;1;0;1
33;14;7;44000;40000;0;30;0;13;0;1
31;2;1;11500;10000;0;15;0;1;0;1
35;2;1;13000;10000;1;30;0;1;0;0
36;3;1;11500;10000;0;15;1;2;1;0
56;5;1;24500;20000;1;30;0;4;0;1
27;8;0;34500;30000;0;30;1;7;0;1
35;4;0;24500;20000;1;30;0;3;0;0
31;2;0;11500;10000;1;15;1;1;0;1
37;2;1;13000;10000;1;30;0;1;0;1
39;2;1;13000;10000;1;30;1;1;0;0
47;4;2;24500;20000;1;30;0;3;0;0
38;11;2;31500;30000;1;30;0;10;0;1
33;3;0;13000;10000;1;30;0;2;0;1
29;2;0;11500;10000;0;15;0;1;0;0
38;6;1;24500;20000;1;30;0;5;0;1
28;2;1;11500;10000;1;15;0;1;0;1
32;8;2;24500;20000;0;30;0;7;0;1
31;3;1;13000;10000;1;30;0;2;0;1
35;2;0;12500;10000;1;30;0;1;0;1
41;14;4;36000;30000;1;60;1;13;0;1
44;2;0;13000;10000;1;30;1;1;1;1
60;5;2;34500;30000;1;30;1;4;0;1
32;12;0;44000;40000;0;30;1;11;0;1
51;9;7;48000;40000;1;60;0;8;0;1
38;3;0;13000;10000;1;30;0;2;1;1
35;11;0;11000;10000;0;30;0;10;0;1
38;9;2;24500;20000;0;30;0;8;0;1
40;3;1;13000;10000;1;30;0;2;0;1
44;10;1;33000;30000;0;30;1;9;0;1
40;19;5;55000;50000;0;60;0;18;0;1
32;3;2;13000;10000;1;30;0;2;0;1
47;11;2;48000;40000;0;60;0;10;0;1
42;3;0;13000;10000;1;30;0;2;0;1
39;3;0;13000;10000;1;30;0;2;0;1
35;5;4;11500;10000;1;15;0;4;0;1
29;2;0;11500;10000;0;15;0;1;0;1
33;10;0;16500;15000;0;30;0;9;0;1
34;2;0;13000;10000;1;30;0;1;1;0
41;6;1;24500;20000;0;30;1;5;0;0
39;6;2;34500;30000;0;30;1;5;0;1
39;2;1;11500;10000;1;15;0;1;0;1
29;7;0;10750;10000;1;15;1;6;0;1
30;9;3;22250;20000;0;15;0;8;0;0
46;3;0;13000;10000;0;30;1;2;0;1
33;5;3;24500;20000;1;30;1;4;0;1
32;2;0;13000;10000;1;30;0;1;0;1
43;4;1;24000;20000;1;30;1;3;0;1
47;3;1;11500;10000;1;15;0;2;0;1
41;2;0;13000;10000;1;30;0;1;0;1
52;5;2;13000;10000;1;30;1;4;0;1
35;3;1;13000;10000;1;30;0;2;0;1
30;3;2;13000;10000;1;30;1;2;0;0
31;3;1;13000;10000;1;30;0;2;1;0
31;2;0;13000;10000;1;30;0;1;0;1
32;5;0;24500;20000;1;30;0;4;0;1
27;6;1;13000;10000;0;30;0;5;0;1
37;2;0;11500;10000;0;15;0;1;0;1
33;2;1;11500;10000;1;15;1;1;0;0
46;2;0;13000;10000;1;30;0;1;0;1
29;11;3;44000;40000;1;30;1;10;0;1
39;2;1;13000;10000;0;30;1;1;1;1
36;15;5;44000;40000;1;30;0;14;0;1
36;5;0;24500;20000;1;30;0;4;0;1
33;5;1;24500;20000;1;30;0;4;1;1
35;2;0;11500;10000;1;15;0;1;0;1
38;2;0;13000;10000;1;30;0;1;0;1
38;9;6;24500;20000;0;30;1;8;0;1
45;4;1;24500;20000;1;30;0;3;1;1
41;2;1;13000;10000;1;30;0;1;0;0
40;5;0;24500;20000;1;30;1;4;0;1
34;6;1;34500;30000;1;30;0;5;0;1
47;2;0;13000;10000;0;30;1;1;0;1
44;2;0;13000;10000;1;30;0;1;0;0
35;2;1;13000;10000;1;30;0;1;0;1
33;4;3;11500;10000;1;15;0;3;0;0
31;7;2;34500;30000;0;30;0;6;1;1
37;3;1;13000;10000;1;30;0;2;0;1
30;10;3;17250;15000;0;30;1;9;0;1
31;16;4;27500;25000;0;30;0;15;0;1
41;4;1;24500;20000;0;30;0;3;0;0
29;2;0;11500;10000;1;15;1;1;0;1
37;2;0;13000;10000;1;30;0;1;1;1
37;2;0;11500;10000;1;15;0;1;0;1
38;5;1;13000;10000;1;30;0;4;1;1
32;2;0;13000;10000;1;30;0;1;0;1
51;3;0;11500;10000;1;15;0;2;1;1
37;3;2;11500;10000;1;15;0;2;0;1
37;2;0;13000;10000;1;30;0;1;1;1
28;2;0;11500;10000;0;15;1;1;0;1
27;2;1;11500;10000;0;15;1;1;0;0
40;2;0;13000;10000;1;30;0;1;1;1
39;2;0;13000;10000;0;30;0;1;0;1
46;4;1;22250;20000;0;15;1;3;0;0
33;7;2;18375;15000;1;30;0;6;0;1
40;2;0;13000;10000;1;30;0;1;0;1
40;11;2;44000;40000;1;30;0;10;0;0
39;4;1;24500;20000;0;30;1;3;0;1
33;3;1;11500;10000;0;15;0;2;0;1
42;3;1;13000;10000;0;30;0;2;0;1
49;2;0;13000;10000;0;30;0;1;0;1
31;2;0;13000;10000;0;30;0;1;0;1
35;12;4;44000;40000;0;30;0;11;0;1
34;7;4;24500;20000;1;30;1;6;0;0
36;3;0;22250;20000;1;15;1;2;0;1
40;2;0;13000;10000;1;30;0;1;0;1
28;9;1;39000;30000;0;60;0;8;0;1
32;2;0;13000;10000;1;30;0;1;0;0
27;5;0;24500;20000;1;30;0;4;0;1
40;9;6;34500;30000;1;30;0;8;0;0
46;9;3;34500;30000;1;30;0;8;0;1
56;3;0;13000;10000;1;30;0;2;1;1
44;5;3;24500;20000;1;30;0;4;0;1
35;2;0;11500;10000;1;15;0;1;0;1
35;2;0;13000;10000;1;30;0;1;0;1
37;2;0;13000;10000;1;30;0;1;1;1
35;7;1;39000;30000;1;60;1;6;0;1
28;7;3;13000;10000;1;30;1;6;0;0
30;2;0;11500;10000;1;15;1;1;0;1
30;4;0;24500;20000;1;30;0;3;0;1
42;2;0;13000;10000;1;30;1;1;1;1
36;2;0;13000;10000;1;30;1;1;0;1
43;10;1;34500;30000;1;30;0;9;0;1
56;12;5;34500;30000;0;30;0;11;0;1
33;7;2;11500;10000;0;30;1;6;0;1
32;2;0;13000;10000;0;30;0;1;1;1
36;11;8;44000;40000;0;30;0;10;0;1
40;2;1;13000;10000;1;30;1;1;1;1
26;2;0;13000;10000;0;30;0;1;0;1
35;2;0;13000;10000;1;30;1;1;0;1
36;5;1;24500;20000;1;30;0;4;0;1
43;2;0;13000;10000;1;30;1;1;0;0
36;2;1;13000;10000;1;30;0;1;1;0
33;2;0;11500;10000;1;15;1;1;1;0
35;9;1;39000;30000;1;60;0;8;0;1
37;2;0;13000;10000;1;30;0;1;0;0
40;3;1;13000;10000;1;30;1;2;0;0
38;2;0;11500;10000;1;15;0;1;0;1
45;3;1;13000;10000;1;30;0;2;0;1
35;3;1;13000;10000;1;30;0;2;0;0
39;2;0;11500;10000;0;15;1;1;0;1
41;6;0;22250;20000;1;15;1;5;0;1
44;8;7;24500;20000;1;30;0;7;0;0
29;3;0;13000;10000;1;30;0;2;0;1
33;12;6;48000;40000;0;60;0;11;0;1
39;9;5;48000;40000;0;60;0;8;0;1
47;3;0;13000;10000;1;30;0;2;0;1
36;4;0;11500;10000;1;15;1;3;0;1
33;9;2;24500;20000;0;30;1;8;0;1
43;4;3;24500;20000;1;30;0;3;0;1
35;7;2;24500;20000;1;30;1;6;0;1
30;3;0;13000;10000;0;30;1;2;0;1
32;10;1;34500;30000;1;30;1;9;0;1
37;3;0;24500;20000;0;30;0;2;1;0
30;2;0;13000;10000;1;30;1;1;0;0
38;15;3;52500;50000;0;30;0;14;0;1
41;8;3;24500;20000;1;30;0;7;0;0
46;4;0;11500;10000;1;15;0;3;0;1
29;4;1;11500;10000;1;15;0;3;0;1
30;2;1;13000;10000;0;30;0;1;0;1
43;3;0;13000;10000;0;30;0;2;0;1
30;12;0;44000;40000;0;30;1;11;0;0
35;2;0;13000;10000;1;30;0;1;0;1
44;4;3;24500;20000;1;30;0;3;0;1
49;2;0;13000;10000;0;30;0;1;0;0
35;2;1;11500;10000;1;15;0;1;0;1
42;2;1;13000;10000;1;30;0;1;0;1
50;13;1;48000;40000;1;60;1;12;0;1
36;10;4;39000;30000;1;60;0;9;0;0
44;2;0;13000;10000;1;30;1;1;0;1
34;7;2;48000;40000;1;60;0;6;0;1
33;4;2;24500;20000;0;30;1;3;1;0
39;4;3;24500;20000;0;30;0;3;1;1
41;2;0;13000;10000;1;30;1;1;0;1
31;2;0;13000;10000;1;30;1;1;1;1
38;13;6;48000;40000;0;60;0;12;0;1
49;2;0;13000;10000;1;30;0;1;1;0
44;6;4;24500;20000;1;30;0;5;0;1
39;8;3;34500;30000;1;30;1;7;0;1
36;4;0;24500;20000;1;30;1;3;0;1
30;2;0;13000;10000;1;30;1;1;0;0
32;2;1;13000;10000;0;30;1;1;0;1
37;2;0;13000;10000;1;30;1;1;1;1
34;12;6;34500;30000;0;30;1;11;0;1
28;2;0;13000;10000;0;30;1;1;0;1
40;2;1;11500;10000;0;15;0;1;0;0
32;2;1;11500;10000;0;15;1;1;1;1
41;10;1;34500;30000;0;30;0;9;0;1
36;10;2;48000;40000;1;60;1;9;0;1
38;3;1;13000;10000;1;30;1;2;0;1
32;2;0;13000;10000;1;30;1;1;0;1
37;2;1;11500;10000;0;15;0;1;0;1
37;2;0;13000;10000;1;30;0;1;1;1
43;3;0;13000;10000;0;30;0;2;0;1
56;2;0;13000;10000;1;30;1;1;0;1
34;5;1;34500;30000;1;30;1;4;0;1
40;2;0;13000;10000;1;30;1;1;0;0
32;12;8;10000;10000;1;15;1;11;0;1
36;10;4;48000;40000;1;60;1;9;0;1
28;4;0;22250;20000;0;15;0;3;0;0
32;2;0;13000;10000;1;30;0;1;0;1
44;3;0;11500;10000;1;15;1;2;0;1
35;3;0;13000;10000;1;30;0;2;0;1
36;13;4;44000;40000;0;30;0;12;0;1
32;11;5;44000;40000;1;30;1;10;0;1
36;2;0;13000;10000;0;30;0;1;0;1
41;10;7;12250;10000;1;30;0;9;0;1
35;9;0;44000;40000;1;30;1;8;0;1
36;2;1;13000;10000;1;30;0;1;0;1
34;8;2;24500;20000;1;30;1;7;0;0
29;4;3;13000;10000;0;30;0;3;0;0
27;2;1;13000;10000;0;30;0;1;0;1
36;2;0;13000;10000;1;30;0;1;1;1
27;10;2;44000;40000;1;30;0;9;0;1
31;3;1;13000;10000;0;30;0;2;0;0
40;12;10;33000;30000;1;30;0;11;0;1
39;2;1;11500;10000;1;15;0;1;1;1
42;2;1;11500;10000;0;15;1;1;1;0
39;2;0;13000;10000;1;30;0;1;1;1
50;10;4;24500;20000;0;30;1;9;0;1
37;10;5;13000;10000;1;30;0;9;0;1
40;8;4;13000;10000;1;30;1;7;0;1
42;3;0;13000;10000;1;30;0;2;0;1
45;3;2;13000;10000;1;30;1;2;0;0
29;2;0;13000;10000;1;30;0;1;1;1
41;2;0;13000;10000;1;30;0;1;0;1
50;2;0;13000;10000;1;30;0;1;0;1
37;2;0;13000;10000;1;30;0;1;0;0
41;3;2;13000;10000;1;30;0;2;0;1
34;3;1;13000;10000;1;30;0;2;0;0
37;3;0;13000;10000;1;30;0;2;1;1
44;6;1;13000;10000;0;30;0;5;0;1
40;3;1;13000;10000;1;30;0;2;0;1
45;2;1;13000;10000;1;30;0;1;0;0
28;2;0;13000;10000;1;30;0;1;0;0
38;7;0;34500;30000;1;30;0;6;0;1
38;13;11;22250;20000;0;15;1;12;0;0
36;6;1;24500;20000;1;30;0;5;0;1
39;5;0;24500;20000;1;30;0;4;0;1
37;2;1;11500;10000;1;15;1;1;0;1
38;3;0;13000;10000;1;30;0;2;1;1
41;4;2;18375;15000;1;30;0;3;1;0
37;3;0;13000;10000;1;30;0;2;1;1
33;12;2;57500;50000;0;90;0;11;0;1
38;6;1;34500;30000;1;30;0;5;0;1
49;15;1;52500;50000;0;30;0;14;0;1
53;8;3;24500;20000;0;30;1;7;0;1
39;5;2;24500;20000;1;30;0;4;0;1
45;2;0;13000;10000;1;30;1;1;1;1
43;7;2;34500;30000;0;30;1;6;0;1
34;2;0;13000;10000;1;30;1;1;0;1
36;2;0;11500;10000;1;15;1;1;0;1
29;5;0;22250;20000;1;15;0;4;0;1
31;8;3;17250;15000;0;30;1;7;0;1
39;8;1;24500;20000;1;30;0;7;0;1
36;4;2;24500;20000;1;30;1;3;0;1
38;11;4;48000;40000;1;60;0;10;0;1
38;7;3;17250;15000;0;30;0;6;0;1
43;5;0;24500;20000;1;30;0;4;0;1
32;2;1;13000;10000;1;30;0;1;0;1
29;6;5;11500;10000;1;15;0;5;0;1
34;10;4;24500;20000;1;30;0;9;0;1
40;5;0;24500;20000;1;30;0;4;0;1
28;4;2;13000;10000;1;30;1;3;0;0
32;2;0;13000;10000;1;30;0;1;1;1
40;4;2;11500;10000;1;15;0;3;1;0
29;9;2;24500;20000;1;30;0;8;0;0
38;5;1;34500;30000;1;30;0;4;0;1
39;2;0;11500;10000;1;15;0;1;0;1
37;4;2;22250;20000;1;15;0;3;0;1
30;7;6;16687;15000;1;15;0;6;0;1
33;5;3;24500;20000;1;30;0;4;0;1
40;5;0;24500;20000;1;30;1;4;0;0
34;5;2;24500;20000;0;30;0;4;0;0
32;2;1;13000;10000;1;30;1;1;0;0
34;3;2;13000;10000;1;30;0;2;0;1
47;2;0;13000;10000;0;30;0;1;0;1
37;7;1;34500;30000;1;30;1;6;0;1
29;8;3;17250;15000;1;30;1;7;0;1
41;15;9;34500;30000;0;30;1;14;0;1
37;9;7;34500;30000;1;30;1;8;0;1
30;6;1;34500;30000;1;30;0;5;1;1
37;6;1;39000;30000;0;60;1;5;0;0
35;3;0;22250;20000;0;15;1;2;1;1
35;2;1;13000;10000;1;30;0;1;0;1
39;4;1;24500;20000;1;30;0;3;0;1
38;2;0;13000;10000;1;30;0;1;0;0
54;3;1;11500;10000;0;15;1;2;0;0
40;2;0;13000;10000;1;30;0;1;0;1
36;11;3;39000;30000;0;60;0;10;0;0
32;4;0;24500;20000;1;30;0;3;0;1
35;3;1;13000;10000;1;30;0;2;0;1
38;9;7;34500;30000;1;30;0;8;0;1
34;2;0;11500;10000;0;15;0;1;0;0
49;2;0;11500;10000;0;15;0;1;0;1
31;7;0;39000;30000;0;60;0;6;0;1
35;2;1;13000;10000;1;30;1;1;1;1
32;3;1;11500;10000;1;15;1;2;0;1
36;11;3;34500;30000;1;30;0;10;0;1
38;7;2;39000;30000;0;60;1;6;0;1
39;6;0;11125;10000;1;15;0;5;0;1
32;3;0;11500;10000;1;15;0;2;1;1
44;2;0;13000;10000;1;30;0;1;0;1
40;3;0;24000;20000;1;30;0;2;1;0
38;7;1;38500;30000;0;60;1;6;0;1
48;3;0;11500;10000;1;15;0;2;1;1
37;12;1;34500;30000;1;30;1;11;0;1
34;12;1;33000;30000;1;30;0;11;0;1
32;3;2;13000;10000;0;30;0;2;0;1
33;20;7;48000;40000;1;60;1;19;0;1
31;8;0;10750;10000;1;15;1;7;0;1
38;13;7;34500;30000;0;30;0;12;0;0
57;2;0;13000;10000;1;30;0;1;1;0
39;2;0;13000;10000;1;30;1;1;1;1
41;5;1;24500;20000;1;30;1;4;0;1
34;2;0;13000;10000;1;30;1;1;0;1
31;14;0;48000;40000;1;60;0;13;0;1
45;2;0;13000;10000;1;30;1;1;0;1
34;3;2;13000;10000;1;30;0;2;1;1
32;15;9;13000;10000;1;30;1;14;0;1
34;9;0;34500;30000;1;30;1;8;0;1
37;6;0;11125;10000;0;15;1;5;0;1
33;3;1;13000;10000;0;30;1;2;0;0
30;3;1;13000;10000;1;30;0;2;0;1
38;2;1;13000;10000;1;30;0;1;0;1
46;15;0;44000;40000;0;30;0;14;0;1
36;15;3;52500;50000;1;30;0;14;0;1
45;3;0;13000;10000;0;30;0;2;0;1
60;6;0;24500;20000;1;30;0;5;0;1
39;10;3;39000;30000;1;60;0;9;0;0
43;2;1;13000;10000;0;30;1;1;0;1
38;4;1;24500;20000;1;30;0;3;0;0
44;2;0;13000;10000;1;30;1;1;0;1
44;5;0;24500;20000;0;30;1;4;0;1
35;8;6;24500;20000;1;30;1;7;0;0
32;10;0;34500;30000;1;30;0;9;0;1
40;2;0;11500;10000;0;15;0;1;0;1
38;8;1;34500;30000;0;30;1;7;0;1
39;17;6;44000;40000;0;30;1;16;0;1
46;2;1;13000;10000;1;30;0;1;1;0
40;5;4;11500;10000;1;15;0;4;0;0
39;12;5;34500;30000;0;30;0;11;0;0
46;2;0;13000;10000;0;30;0;1;1;1
35;13;4;57500;50000;1;90;0;12;0;1
35;2;1;13000;10000;1;30;1;1;0;1
27;3;1;13000;10000;1;30;0;2;0;1
30;3;2;13000;10000;0;30;0;2;0;0
32;2;0;11500;10000;1;15;0;1;1;0
39;2;1;13000;10000;1;30;0;1;0;1
35;4;2;24500;20000;1;30;0;3;0;1
33;2;0;13000;10000;1;30;0;1;1;1
36;4;3;18375;15000;1;30;1;3;0;1
34;7;2;34500;30000;1;30;0;6;0;1
32;8;0;17250;15000;0;30;0;7;0;1
38;2;0;13000;10000;1;30;1;1;1;1
60;14;1;44000;40000;0;30;1;13;0;1
37;4;1;22250;20000;1;15;1;3;0;1
37;3;0;13000;10000;1;30;0;2;0;1
43;7;1;34500;30000;0;30;0;6;0;1
42;6;4;13000;10000;0;30;1;5;0;0
43;2;1;13000;10000;0;30;1;1;0;1
27;15;5;52500;50000;1;30;1;14;0;1
38;4;2;24500;20000;1;30;1;3;0;1
39;4;1;13000;10000;1;30;1;3;0;1
35;2;0;13000;10000;1;30;0;1;0;1
37;7;3;34500;30000;1;30;1;6;0;1
33;2;1;13000;10000;1;30;1;1;1;1
42;2;0;13000;10000;1;30;0;1;0;1
47;4;0;24500;20000;1;30;0;3;1;1
36;2;1;11500;10000;0;15;1;1;1;1
26;2;1;13000;10000;0;30;1;1;0;0
40;3;0;24500;20000;1;30;1;2;0;1
42;8;3;34500;30000;1;30;1;7;0;1
45;15;5;23000;20000;0;30;0;14;0;1
47;2;0;13000;10000;1;30;0;1;0;1
32;2;0;13000;10000;1;30;0;1;0;1
39;2;0;11500;10000;1;15;0;1;0;1
33;7;4;24500;20000;0;30;1;6;0;1
50;7;4;13000;10000;1;30;1;6;0;1
33;2;0;11500;10000;1;15;0;1;0;1
37;2;0;13000;10000;1;30;0;1;0;1
47;7;3;39000;30000;1;60;0;6;0;1
32;2;0;11500;10000;1;15;0;1;0;1
40;11;3;34500;30000;1;30;0;10;0;0
31;6;4;22250;20000;1;15;0;5;0;1
42;8;5;22250;20000;0;15;0;7;0;1
36;2;0;13000;10000;1;30;0;1;0;1
31;3;2;13000;10000;1;30;0;2;0;1
31;2;0;11500;10000;1;15;0;1;0;1
42;5;2;13000;10000;1;30;1;4;0;1
42;2;0;11500;10000;0;15;0;1;0;1
38;3;2;13000;10000;1;30;1;2;1;1
48;3;2;13000;10000;0;30;0;2;0;1
36;3;0;13000;10000;1;30;0;2;0;1
32;5;0;22250;20000;1;15;1;4;0;1
41;2;1;13000;10000;1;30;0;1;1;0
38;2;0;13000;10000;1;30;1;1;0;0
39;6;2;12250;10000;0;30;0;5;0;1
43;3;0;24500;20000;1;30;1;2;1;1
30;2;0;13000;10000;1;30;0;1;0;1
34;4;0;24500;20000;1;30;0;3;0;1
36;5;1;39000;30000;1;60;0;4;0;1
32;2;0;13000;10000;1;30;0;1;0;1
43;3;1;13000;10000;0;30;0;2;0;0
42;5;3;13000;10000;1;30;0;4;0;1
36;3;1;11500;10000;1;15;0;2;1;1
32;2;0;11500;10000;1;15;1;1;0;1
36;3;0;24500;20000;1;30;1;2;1;1
36;7;1;34500;30000;0;30;0;6;0;1
30;7;4;11500;10000;1;15;1;6;0;0
28;3;1;13000;10000;1;30;0;2;0;1
37;9;1;10750;10000;1;15;0;8;0;1
29;8;5;24500;20000;0;30;1;7;0;1
35;2;0;13000;10000;0;30;0;1;1;1
34;5;0;24500;20000;0;30;1;4;0;1
51;4;3;13000;10000;0;30;0;3;0;1
44;22;11;43500;40000;0;30;1;21;0;1
38;12;10;11500;10000;1;15;0;11;0;0
48;3;2;13000;10000;1;30;0;2;0;1
34;8;0;43500;40000;1;30;1;7;0;1
40;15;8;39000;30000;0;60;0;14;0;1
37;9;5;34500;30000;1;30;0;8;0;1
33;4;1;24500;20000;0;30;0;3;0;1
34;5;3;12250;10000;0;30;0;4;0;1
37;6;2;34500;30000;0;30;1;5;0;1
37;8;0;17250;15000;1;30;0;7;0;1
38;3;0;39000;30000;1;60;0;1;0;1
41;8;2;24500;20000;1;30;0;7;0;1
39;2;0;11500;10000;1;15;0;1;0;1
37;5;0;24500;20000;1;30;1;4;0;1
46;10;8;11500;10000;1;15;0;9;0;0
39;2;1;13000;10000;1;30;0;1;0;1
48;2;0;13000;10000;0;30;0;1;1;1
42;6;0;34500;30000;1;30;0;5;0;0
47;2;0;13000;10000;1;30;0;1;0;1
38;2;1;11500;10000;1;15;0;1;1;1
46;2;0;11500;10000;1;15;0;1;0;1
35;12;2;48000;40000;1;60;1;11;0;1
40;6;2;18375;15000;1;30;1;5;0;1
32;2;0;13000;10000;1;30;0;1;0;0
42;3;0;11500;10000;1;15;0;2;0;1
33;10;4;48000;40000;1;60;0;9;0;1
36;3;0;13000;10000;1;30;0;2;0;1
44;5;2;13000;10000;1;30;0;4;0;0
32;2;0;13000;10000;1;30;0;1;1;1
29;9;6;24500;20000;1;30;0;8;0;1
34;3;0;13000;10000;1;30;0;2;0;1
39;14;4;44000;40000;1;30;1;13;0;1
35;2;0;11500;10000;1;15;0;1;0;1
44;2;0;13000;10000;0;30;0;1;1;1
33;2;1;11500;10000;1;15;1;1;0;0
37;2;0;13000;10000;1;30;1;1;0;0
42;2;0;13000;10000;1;30;0;1;0;1
53;8;2;11125;10000;1;15;0;7;0;1
36;5;2;24500;20000;0;30;1;4;0;1
33;2;0;11500;10000;1;15;1;1;0;1
41;10;3;42000;35000;0;60;1;9;0;0
33;3;2;13000;10000;1;30;0;2;0;1
45;2;1;11500;10000;1;15;1;1;0;1
37;9;0;34500;30000;0;30;1;8;0;1
42;6;5;24500;20000;0;30;0;5;0;0
38;10;2;39000;30000;0;60;1;9;0;1
52;2;0;13000;10000;0;30;1;1;0;1
32;2;0;13000;10000;1;30;1;1;1;1
40;7;3;24500;20000;0;30;1;6;0;1
31;5;0;12250;10000;1;30;0;4;0;0
32;4;1;22250;20000;0;15;0;3;0;0
42;2;0;13000;10000;1;30;0;1;0;0
40;2;1;13000;10000;1;30;0;1;1;0
33;4;2;11500;10000;0;15;1;3;0;0
33;2;0;13000;10000;1;30;1;1;0;1
51;2;0;13000;10000;1;30;0;1;0;1
32;8;3;13000;10000;1;30;0;7;0;0
35;8;3;39000;30000;0;60;0;7;0;1
37;3;0;13000;10000;1;30;0;2;1;1
34;7;5;13000;10000;1;30;0;6;0;1
47;3;1;24500;20000;1;30;0;2;0;1
29;2;0;11500;10000;0;15;0;1;0;1
44;7;1;39000;30000;0;60;0;6;0;1
37;3;1;13000;10000;1;30;0;2;0;1
34;2;0;13000;10000;1;30;0;1;1;1
35;5;0;33999;30000;0;30;1;4;1;1
39;3;1;13000;10000;1;30;1;2;1;1
32;2;0;13000;10000;1;30;0;1;0;1
32;9;2;39000;30000;0;60;0;8;0;1
36;2;0;13000;10000;0;30;0;1;0;1
28;9;3;13000;10000;1;30;0;8;0;1
45;9;0;10750;10000;1;15;1;8;0;1
35;2;0;13000;10000;1;30;0;1;0;1
40;4;1;24500;20000;1;30;0;3;0;1
34;10;4;34500;30000;0;30;0;9;0;1
30;2;0;11500;10000;1;15;0;1;0;1
35;10;0;48000;40000;1;60;1;9;0;0
37;6;1;34500;30000;1;30;0;5;0;1
30;2;1;11500;10000;1;15;0;1;1;0
33;2;0;13000;10000;1;30;0;1;0;1
38;2;0;11500;10000;1;15;1;1;1;1
27;6;2;11500;10000;1;15;0;5;0;1
34;4;2;13000;10000;1;30;1;3;0;1
41;2;1;13000;10000;1;30;1;1;1;0
29;2;0;13000;10000;1;30;0;1;0;1
36;8;5;11125;10000;0;15;1;7;0;1
40;12;7;44000;40000;0;30;0;11;0;1
43;5;2;11500;10000;1;15;0;4;0;1
32;3;1;11500;10000;1;15;0;2;1;1
33;2;0;11500;10000;1;15;0;1;1;1
43;5;2;13000;10000;0;30;0;4;0;1
33;5;0;24500;20000;1;30;1;4;0;0
53;3;1;13000;10000;1;30;0;2;0;1
36;7;1;39000;30000;1;60;0;6;0;1
53;4;2;13000;10000;1;30;0;3;0;1
27;2;0;13000;10000;1;30;0;1;0;0
41;10;0;48000;40000;0;60;0;9;0;1
41;12;6;34500;30000;0;30;1;11;0;1
41;2;1;13000;10000;1;30;1;1;0;0
39;2;1;13000;10000;1;30;0;1;0;0
40;3;1;11500;10000;0;15;1;2;0;0
31;3;1;13000;10000;1;30;0;2;0;1
51;2;0;13000;10000;1;30;1;1;0;1
32;15;4;52500;50000;1;30;1;14;0;1
26;2;0;11500;10000;0;15;0;1;0;1
38;10;2;34500;30000;1;30;0;9;0;1
39;2;0;13000;10000;1;30;1;1;0;1
27;8;4;17250;15000;0;30;0;7;0;0
35;4;3;13000;10000;1;30;0;3;0;1
34;4;0;12250;10000;1;30;0;3;0;1
36;4;0;22250;20000;1;15;1;3;0;1
41;6;5;12250;10000;0;30;1;5;0;1
49;4;0;28750;25000;1;30;0;3;0;1
31;9;5;48000;40000;0;60;0;8;0;1
57;7;0;34500;30000;1;30;0;6;0;1
39;2;0;11500;10000;1;15;0;1;0;1
36;2;0;11500;10000;1;15;0;1;0;0
38;6;0;24500;20000;1;30;0;5;0;1
33;2;0;11500;10000;0;15;0;1;0;1
39;11;6;48000;40000;0;60;1;10;0;1
32;3;1;13000;10000;1;30;0;2;0;0
30;8;0;38500;35000;1;30;0;7;0;1
35;2;0;11500;10000;1;15;0;1;1;1
37;2;1;11500;10000;1;15;0;1;1;1
39;11;3;48000;40000;1;60;1;10;0;1
37;4;1;24500;20000;0;30;0;3;0;1
41;5;1;24500;20000;0;30;0;4;0;1
36;2;0;13000;10000;1;30;1;1;0;1
36;13;2;44000;40000;0;30;0;12;0;0
37;2;0;13000;10000;1;30;0;1;1;1
40;3;0;13000;10000;1;30;0;2;0;1
